"X1","X2","group"
1.0502696326585,0.964886583583359,"1"
1.67460641925557,0.11177711154766,"1"
1.34038471287006,0.65508561000011,"1"
1.7187444147659,0.368300041155007,"1"
1.30040273603525,-1.33123916835591,"1"
-1.27390324056651,1.29633261544166,"1"
-0.326597927860088,0.341948210733224,"1"
2.03569546974397,0.789848077752666,"1"
-0.503938283796652,0.309520333107007,"1"
-0.514253980996365,-0.706909558142215,"1"
0.14695740950031,-0.0101952430264418,"1"
2.03363841111779,-0.415847762799146,"1"
-1.14380071856076,0.537042279855519,"1"
0.19102863622131,0.224063542138388,"1"
-0.555641459357012,-0.659756798678648,"1"
0.380183022250897,-0.364292884423631,"1"
0.161690077125019,0.00815351290141131,"1"
0.053510157602337,-0.0494974971953027,"1"
0.0218150303513264,1.53520139548327,"1"
-1.67021460162194,-0.386758510086022,"1"
-0.360485481372988,-0.000241119048933275,"1"
1.53411805270046,-0.177427217305448,"1"
0.98997340009326,1.32359379292395,"1"
-0.0594341521081115,0.0372626828036909,"1"
0.147891911069553,0.217772445052644,"1"
-0.0853525727910387,1.5161788688375,"1"
0.264229113451022,-0.235123226190924,"1"
-0.641377532316596,-0.612137055169791,"1"
1.32913996539341,0.382869795422738,"1"
0.44606383615045,1.34883377468214,"1"
-0.204090438427206,0.0871307158833586,"1"
-1.44093937012291,-0.261277326372237,"1"
-0.342799150597733,-0.00843498174799099,"1"
-1.04308744866159,1.17407470479891,"1"
1.66671133582799,-1.00111749664673,"1"
0.0650652131390763,0.324918118252763,"1"
1.35216155916376,-1.22490468616939,"1"
-1.11280194141405,0.109698878547899,"1"
0.0605066032941008,0.00983335452948581,"1"
0.345272888106359,0.809091413529135,"1"
-1.07115957140257,-1.11181061075458,"1"
-1.46631343762217,0.366940408135992,"1"
0.899862456398745,1.3611029755072,"1"
-0.453651562838638,1.44060858065815,"1"
-0.0778147460732583,-0.0272117506646084,"1"
-1.5444642934132,-0.542882518086502,"1"
-1.23192044569344,-0.181032034789751,"1"
-0.500003099169849,0.00319951056904422,"1"
-0.274543336967911,-0.621683660137599,"1"
0.0026352499496446,-0.000440312462025574,"1"
1.781153741933,-0.161473154011323,"1"
-1.67638944602193,-0.586305492797643,"1"
-1.84167020868905,-0.869864553107459,"1"
-0.230828853873462,-0.43793515926923,"1"
0.944938223596416,-0.136710075677859,"1"
-0.319413742825826,0.110043712637899,"1"
-0.247707020964647,0.0306523495290642,"1"
0.68528889602814,-0.196081167904115,"1"
-0.528415573001066,-0.404404239121313,"1"
-0.80083502595674,-0.990997882058104,"1"
1.33794498796923,-0.323086578338316,"1"
1.94135112671658,-1.09524477775287,"1"
0.0765512087608004,-0.0309184237064603,"1"
-0.0351649993476101,0.055113528211441,"1"
-0.389455514296221,-0.113307845341403,"1"
0.635670586849193,0.0984334838842068,"1"
-1.45922440073022,1.0999495028508,"1"
-2.27885423821154,0.317160110454801,"1"
1.02869847995885,-0.965360084195406,"1"
1.88393948340745,0.117294288518785,"1"
0.751042615797048,-0.853572948876835,"1"
-0.95007755000739,-0.627537735389392,"1"
-0.512057269880231,-0.378058250522572,"1"
0.410918917723762,-1.39354944834797,"1"
1.57238925541741,-0.780665847798352,"1"
1.00980549742341,-0.0102467601406329,"1"
0.0255011761961585,-0.00858194497560635,"1"
-0.0798597738281845,1.2732822465355,"1"
0.287648568559055,0.980419979662656,"1"
1.20900040306899,-0.257914584996132,"1"
0.219030164263425,0.886775840936396,"1"
-1.58538732606424,0.828226084870987,"1"
0.767317596882577,-0.0662824897327773,"1"
0.0384786572905306,0.0876023426897002,"1"
1.50673805425046,0.161441025601844,"1"
1.41481135130714,-0.0433292420707741,"1"
1.75310996408691,0.416393313534802,"1"
0.716220466888834,-0.812730549003722,"1"
